Alert ID,Event ID,Update Number,Date,Affected,Header,Description
192337,89298,0,01/02/2023 02:52:00 AM,D,Northbound D trains are delayed while NYPD responds to someone being disruptive at W 4 St-Wash Sq.,
192343,89299,0,01/02/2023 03:30:00 AM,D,Northbound D trains are running with delays after NYPD responded to a person that was being disruptive aboard a train at 145 St.,
192344,89300,0,01/02/2023 03:34:00 AM,2,Southbound 2 trains are delayed while NYPD responds to a person being disruptive aboard a train at Intervale Av.,
192345,89301,0,01/02/2023 03:35:00 AM,A,Southbound A trains are delayed while NYPD responds to a customer altercation at High St.,
192348,89302,0,01/02/2023 03:54:00 AM,Q,Northbound Q trains are delayed while we remove a train with a mechanical problem from service at 14 St-Union Sq.,
192349,89303,0,01/02/2023 03:59:00 AM,4,Southbound 4 trains are running with delays after NYPD concluded an investigation at Fulton St.,
192351,89304,0,01/02/2023 04:25:00 AM,2 | 3,Northbound 2 3 trains are delayed while NYPD responds to a customer altercation at 96 St.,
192353,89305,0,01/02/2023 05:47:00 AM,N,Northbound N trains are delayed while we address a train with a mechanical problem at 86 St.,
192357,89307,0,01/02/2023 07:28:00 AM,1 | 2 | 3,1 2 3 trains are delayed in both directions while we perform track maintenance near Times Sq-42 St.,
192367,89314,0,01/02/2023 12:29:00 PM,F,You may wait longer for a northbound F train in Manhattan and Queens after we removed a train from service at Coney Island-Stillwell Av.,
192371,89317,0,01/02/2023 12:53:00 PM,2,Southbound 2 trains are delayed while we request EMS and NYPD assistance for a person in need of medical attention on a train at  Prospect Av.,
192378,89320,0,01/02/2023 01:59:00 PM,2 | 3,Northbound 2 3 trains are delayed while we investigate why a train's brakes were activated at Central Park North (110 St).,
192380,89321,0,01/02/2023 02:06:00 PM,4 | 5 | 6,Northbound 4 5 6 trains are delayed while we request NYPD assistance for an unauthorized person on the track at 125 St.,
192382,89322,0,01/02/2023 02:56:00 PM,E | F,Southbound E F trains are delayed while we troubleshoot a door problem on a train at Kew Gardens-Union Tpke.,
192386,89324,0,01/02/2023 04:32:00 PM,N,Northbound N trains are running with delays after we removed a train that needs cleaning from service at Bay Pkwy.,
192388,89326,0,01/02/2023 05:30:00 PM,4 | 5,Northbound 4 5 trains are running with delays after  NYPD completed an investigation at Bowling Green.,
192391,89328,0,01/02/2023 05:48:00 PM,6,Southbound 6 trains are delayed while we address a train with a door problem at Castle Hill Av.,
192393,89329,0,01/02/2023 05:58:00 PM,A | C,Southbound A C trains are delayed while we troubleshoot a mechanical problem on a train at High St.,
192394,89330,0,01/02/2023 06:45:00 PM,D,Southbound D trains are delayed while we investigate why a train's brakes were activated at 7 Av.,
192398,89333,0,01/02/2023 08:17:00 PM,J,Broad St-bound J trains are running with delays after we investigated a report of someone riding on the outside of a train at Flushing Av.,
192400,89335,0,01/02/2023 08:40:00 PM,1 | 2 | 3,1 2 3 trains are delayed in both directions while FDNY responds to a report of smoke near Chambers St.,
192405,89336,0,01/02/2023 09:24:00 PM,J,Manhattan-bound J trains are delayed while we investigate a door problem on a train at Gates Av.,
192407,89337,0,01/02/2023 09:33:00 PM,D,D trains are delayed in both directions while NYPD conducts an investigation at Coney Island-Stillwell Av.,
192425,89342,0,01/02/2023 11:35:00 PM,D,Southbound D trains are delayed while we address a signal problem at 42 St-Bryant Pk.,
192427,89343,0,01/03/2023 12:16:00 AM,R,R trains are delayed in both directions while NYPD conducts an investigation at Bay Ridge Av.,
192429,89344,0,01/03/2023 12:32:00 AM,4 | 5 | 6,4 5 6 trains are delayed in both directions while FDNY responds to track fire near Spring St.,
192433,89346,0,01/03/2023 02:16:00 AM,6,6 trains are delayed in both directions while FDNY responds to a report of smoke near 51 St.,
192437,89348,0,01/03/2023 02:58:00 AM,A | C,Southbound A C trains are running with delays after we investigated a report of an unauthorized person on the tracks near Nostrand Av.,
192440,89351,0,01/03/2023 03:01:00 AM,R,Northbound R trains are delayed while EMS responds to someone in need at Rector St.,
192443,89352,0,01/03/2023 03:13:00 AM,7,Flushing-Main St-bound 7 trains are delayed while we request NYPD for people being disruptive at Hunters Point Av.,
192445,89353,0,01/03/2023 03:24:00 AM,L,L trains are delayed entering/leaving Canarsie-Rockaway Pkwy while we request EMS assistance for someone at that station.,
192451,89355,0,01/03/2023 04:26:00 AM,J,J trains are delayed in both directions while NYPD responds to an unauthorized person on the tracks on the Williamsburg Bridge.,
192454,89356,0,01/03/2023 05:15:00 AM,1 | 2 | 3,Southbound 1 2 3 trains are delayed while we investigate why a train's brakes were activated near 96 St.,
192457,89358,0,01/03/2023 05:41:00 AM,L,Canarise-bound L trains are delayed while we request NYPD and EMS assistance for an injured passenger at 1 Av.,
192458,89359,0,01/03/2023 05:54:00 AM,1,Northbound 1 trains are delayed while we remove debris from the track at Cathedral Pkwy (110 St).,
192479,89370,0,01/03/2023 10:01:00 AM,1,Northbound  1 trains are delayed while we investigate why a train's brakes were activated at 145 St.,
192491,89380,0,01/03/2023 12:42:00 PM,A,Northbound A trains are running on the local track from Euclid Av to Broadway Junction.,We're requesting EMS assistance for a person in need of medical attention at Broadway Junction.
192494,89382,0,01/03/2023 12:47:00 PM,6,Southbound 6 trains are delayed while we address a signal problem at Buhre Av.,
192493,89381,0,01/03/2023 12:47:00 PM,N | W,N W trains are delayed in both directions while we request NYPD assistance for a person being disruptive at Astoria-Ditmars Blvd.,
192495,89383,0,01/03/2023 12:49:00 PM,7,34 St-Hudson Yards-bound 7 trains are delayed while we investigate a door problem on a train at Mets-Willets Point.,
192499,89385,0,01/03/2023 12:56:00 PM,6,Southbound 6 trains are delayed while we remove a train with a mechanical problem from service at 14 St-Union Sq.,
192501,89386,0,01/03/2023 01:06:00 PM,L,8 Av-bound L trains are delayed while we troubleshoot a door problem on a train at Bedford Av.,
192502,89387,0,01/03/2023 01:07:00 PM,6,Southbound 6 trains are delayed while we troubleshoot a door problem on a train at 14 St-Union Sq.,
192508,89389,0,01/03/2023 01:31:00 PM,A | H,A Rockaway Park Shuttle trains are delayed in both directions while the South Channel Bridge opens to allow marine traffic to pass.,
192510,89390,0,01/03/2023 01:38:00 PM,L,Canarsie-Rockaway Pkwy-bound L trains are delayed while we investigate why a train's brakes activated leaving Lorimer St.,
192517,89392,0,01/03/2023 01:56:00 PM,4,Today's planned work on the 4 line has been suspended.,"Northbound 4 trains will make regular stops from 167 St to Mosholu Pkwy from 10:00 AM to 3:00 PM
This planned work is still scheduled to start tomorrow 1/4/2023 at 10:00 AM"
192518,89393,0,01/03/2023 02:00:00 PM,J,You may wait longer for a Broad St-bound J train while we remove a train with a mechanical problem from service at  Broadway Junction.,
192526,89395,0,01/03/2023 03:11:00 PM,C | E,Southbound C E trains are delayed while we address a train with a door problem at W 4 St-Wash Sq.,
192531,89396,0,01/03/2023 03:46:00 PM,N,Southbound N trains are running with delays after we requested EMS assistance for a person needing medical attention at 86 St.,
192532,89397,0,01/03/2023 03:48:00 PM,M,Forest Hills-71 Av-bound M trains are delayed while we remove a train with a mechanical problem from service at Forest Av.,
192536,89400,0,01/03/2023 04:09:00 PM,7,"Flushing-bound 7 trains are running at slower speeds near 69 St.
34 St-Hudson Yards-bound 7 trains are running at slower speeds near 111 St.",We're conducting maintenance in those areas.
192538,89401,0,01/03/2023 04:13:00 PM,5,Southbound 5 trains are delayed while we remove a train car that needs to be cleaned from service at Pelham Pkwy.,
192539,89402,0,01/03/2023 04:14:00 PM,F,Southbound F trains are delayed while we address a signal problem at Kings Hwy.,
192545,89405,0,01/03/2023 04:42:00 PM,D,You may wait longer for southbound D service after we cleaned a vandalized train earlier in the Bronx.,
192552,89408,0,01/03/2023 05:08:00 PM,R | W,Northbound R W trains are delayed while we address a signal problem at 23 St.,
192555,89409,0,01/03/2023 05:15:00 PM,N | W,Southbound N W trains are running with delays after we investigated why a train's brakes were activated at Astoria Blvd.,
192561,89412,0,01/03/2023 06:11:00 PM,L,8 Av bound L trains are delayed while we request NYPD assistance for people being disruptive on a train at 14 St-Union Sq.,
192569,89416,0,01/03/2023 07:38:00 PM,C,Southbound C trains are delayed while re remove a train with a mechanical problem from service at 145 St.,
192577,89420,0,01/03/2023 09:01:00 PM,N | W,Southbound N W trains are running with delays after we moved a train that had its brakes activated at Queensboro Plaza.,
192576,89419,0,01/03/2023 09:01:00 PM,C | E,Northbound C E trains are running with delays after NYPD responded to an unauthorized person on the tracks at Spring St.,
192579,89422,0,01/03/2023 09:49:00 PM,2 | 3,Southbound 2 3 trains are running with delays after NYPD concluded an investigation at 34 St-Penn Station.,
192580,89423,0,01/03/2023 09:56:00 PM,A | H,A Rockaway Park Shuttle  trains are delayed in both directions while the South Channel Bridge opens to allow marine traffic to pass.,
192596,89429,0,01/04/2023 01:24:00 AM,A | H,A Rockaway Park Shuttle  trains are delayed in both directions while the South Channel Bridge opens to allow marine traffic to pass.,
192600,89430,0,01/04/2023 01:56:00 AM,F | M,Northbound F M trains are running with delays after we moved a train that had its brakes activated at 42 St-Bryant Pk.,
192601,89431,0,01/04/2023 02:08:00 AM,C | E,Southbound C E trains while we investigate why a train's brakes were activated at Spring St.,
192605,89433,0,01/04/2023 02:33:00 AM,6,Southbound 6 trains are running with delays after NYPD responded to an unauthorized person on the tracks at 125 St.,
192606,89434,0,01/04/2023 02:45:00 AM,6,Northbound 6 trains are delayed while NYPD responds to a person being disruptive on a train at Canal St.,
192609,89435,0,01/04/2023 04:08:00 AM,D,Southbound D trains are delayed while we request EMS assistance for a person in need at Grand St.,
192618,89438,0,01/04/2023 05:08:00 AM,D,Southbound D trains are delayed while we investigate why a train's brakes were activated at 79 St.,
192620,89439,0,01/04/2023 05:31:00 AM,F,Southbound F trains are delayed while we remove a train car in need of cleaning from service at Jay St-MetroTech.,
192623,89441,0,01/04/2023 06:07:00 AM,1 | 2 | 3,1 2 3 trains are delayed in both directions while we investigate why a train's brakes were activated near 96 St.,
192625,89442,0,01/04/2023 06:20:00 AM,1,Northbound 1 trains are delayed while we replace rails near 181 St.,
192631,89444,0,01/04/2023 07:14:00 AM,L,Canarsie-Rockaway Pkwy-bound L trains are delayed while we request NYPD for people being disruptive aboard a train at Grand St.,
192632,89445,0,01/04/2023 07:16:00 AM,2 | 4,Southbound 2 4 trains are delayed while NYPD responds to a person being disruptive aboard a train at Atlantic Av-Barclays Ctr.,
192637,89447,0,01/04/2023 07:44:00 AM,1 | 2,Southbound 1 2 trains are delayed while we troubleshoot a door malfunction on a train at Houston St.,
192646,89454,0,01/04/2023 09:59:00 AM,4,Northbound 4 trains are delayed while we investigate why a train's brakes were activated near Saratoga Av.,
192652,89457,0,01/04/2023 10:49:00 AM,1,Southbound 1 trains are delayed while we investigate why a train's brakes were activated at 215 St.,
192653,89458,0,01/04/2023 10:53:00 AM,7,7 trains are delayed in both directions while we make urgent track repairs between Manhattan and Queens.,
192655,89459,0,01/04/2023 11:02:00 AM,2,Northbound 2 trains are running with delays after we addressed a train with a mechanical problem at 34 St-Penn Station.,
192659,89461,0,01/04/2023 11:18:00 AM,R,Southbound R trains are delayed while we remove a train with a mechanical problem from service at Forest Hills-71 Av.,
192660,89462,0,01/04/2023 11:22:00 AM,7,34 St-bound 7 trains are delayed while NYPD conducts an investigation at Times Sq-42 St.,
192671,89467,0,01/04/2023 12:36:00 PM,A | C,Northbound A C trains are running with delays after we removed a train with an injured passenger from service at Utica Av.,"During this time, one northbound A train was rerouted via the local track from Broadway Junction to Hoyt-Schermerhorn Sts."
192675,89469,0,01/04/2023 12:50:00 PM,2 | 5,Southbound 2 5 trains are delayed while we request NYPD assistance for a person being disruptive on the train at 3 Av-149 St.,
192680,89470,0,01/04/2023 01:20:00 PM,L,Canarsie-bound L trains are delayed while we investigate why a train's brakes activated 14 St-Union Sq.,
192688,89472,0,01/04/2023 02:13:00 PM,6,Southbound 6 trains are delayed while NYPD conducts an investigation at 103 St.,
192699,89475,0,01/04/2023 04:39:00 PM,A,Far Rockaway-bound A trains are running with delays while we address a signal problem near Howard Beach-JFK Airport.,
192702,89476,0,01/04/2023 05:19:00 PM,2 | 5,Southbound 2 5 trains are running with delays while we address a signal problem at Jackson Av.,
192705,89478,0,01/04/2023 05:32:00 PM,N | Q | R | W,Northbound N Q R W trains are running with delays while we address a signal problem at 8 St-NYU.,
192708,89480,0,01/04/2023 06:13:00 PM,B | C,Northbound B C trains are running with delays after we addressed a door problem on a train at 86 St.,
192710,89481,0,01/04/2023 06:44:00 PM,2 | 3,Northbound 2 3 trains are delayed while we investigate why a train's brakes activated near Chambers St.,
192713,89482,0,01/04/2023 07:00:00 PM,M | R,Northbound M R trains are delayed while we investigate what caused a train's brakes to activate at Woodhaven Blvd.,
192717,89484,0,01/04/2023 07:46:00 PM,J,Jamaica Center-bound J trains are running on the local track from Marcy Av to Myrtle Av while we address a switch problem at Myrtle Av.,
192721,89487,0,01/04/2023 08:38:00 PM,3,Southbound 3 trains are running with delays after we moved a train that had its brakes activated near Chambers St.,
192723,89488,0,01/04/2023 08:48:00 PM,R,Southbound R trains are delayed while we request NYPD assistance for a person being disruptive on a train at 53 St.,
192734,89495,0,01/04/2023 09:36:00 PM,D,Northbound D trains are delayed while we remove a train with a mechanical problem from service at Bay Pkwy.,
192736,89496,0,01/04/2023 10:18:00 PM,5,Northbound 5 trains are delayed while we address a signal problem at President St-Medgar Evers College.,
192738,89497,0,01/04/2023 10:22:00 PM,N,Southbound N trains are delayed while we remove a train with a mechanical problem from service at 86 St.,
192739,89498,0,01/04/2023 10:29:00 PM,4 | 5,Northbound 4 5 trains are delayed while we investigate why a train's brakes were activated near 138 St-Grand Concourse.,
192742,89499,0,01/04/2023 10:42:00 PM,F,Southbound F trains are running at slower speeds near Lexington Av/63 St while we work to address a signal problem.,
192745,89501,0,01/04/2023 10:59:00 PM,1,Northbound 1 trains are delayed while EMS responds to a person in need at 145 St.,
192751,89502,0,01/04/2023 11:15:00 PM,B | D,Southbound B D trains are running express from Tremont Av to 167 St while EMS respond to a person in need at 170 St.,
192756,89503,0,01/04/2023 11:33:00 PM,E | F | M | R,Southbound E F M R trains are delayed while we address a network communication issue at Queens Plaza.,
192760,89504,0,01/04/2023 11:58:00 PM,A,Southbound A trains are running with delays after we addressed a door problem on a train at Dyckman St.,
192761,89505,0,01/04/2023 11:59:00 PM,1,1 trains are delayed in both directions while we investigate what caused a train's brakes to activate at Rector St.,
192762,89506,0,01/05/2023 12:06:00 AM,C,Southbound C trains are running with delays in Brooklyn after we removed a train with a mechanical problem from service at 168 St.,
192774,89510,0,01/05/2023 01:38:00 AM,3,3 trains are delayed entering and leaving Harlem-148 St while we request NYPD assistance with a person being disruptive on a train at that station.,
192775,89511,0,01/05/2023 01:41:00 AM,L,L trains are delayed in both directions while we address a signal problem near Bushwick Av-Aberdeen St.,
192778,89512,0,01/05/2023 02:14:00 AM,E,E trains are delayed entering and leaving Jamaica Center-Parsons/Archer while we request EMS assistance for a person in need of medical attention.,
192780,89513,0,01/05/2023 02:40:00 AM,2 | 3,Southbound 2 3 trains are delayed while we request EMS assistance for a person in need on a train at Fulton St.,
192783,89514,0,01/05/2023 03:00:00 AM,F,F trains are delayed entering and leaving Jamaica-179 St while we request NYPD assistance for a person being disruptive at that station.,
192785,89515,0,01/05/2023 03:18:00 AM,6,Northbound 6 trains are delayed while we address a door problem on a train at St Lawrence Av.,
192787,89516,0,01/05/2023 03:58:00 AM,J,Broad St-bound J trains are delayed while we investigate why a train's brakes were activated at Myrtle Av.,
192792,89519,0,01/05/2023 04:51:00 AM,D,Southbound D trains are delayed while we address a work train with a mechanical problem near Grand St.,
192803,89523,0,01/05/2023 05:38:00 AM,A | E,Northbound A E trains are running with delays after we requested NYPD/EMS assistance for a person in need at 42 St-Port Authority Bus Terminal.,
192817,89530,0,01/05/2023 06:53:00 AM,2 | 3,Northbound 2 3 trains are delayed while NYPD conducts an investigation at Central Park North (110 St).,
192818,89531,0,01/05/2023 06:59:00 AM,6,Northbound 6 trains are delayed while NYPD responds to a person being disruptive aboard a train at E 149 St.,
192822,89532,0,01/05/2023 07:31:00 AM,2,2 trains are delayed in both directions while we replace rails near Wall St.,
192823,89533,0,01/05/2023 07:50:00 AM,A,Southbound A trains are delayed while we request NYPD assistance for people being disruptive aboard a train at High St.,
192826,89534,0,01/05/2023 08:36:00 AM,7,7 trains are delayed entering/leaving 34 St-Hudson Yards while we address a signal problem near that station.,
192828,89535,0,01/05/2023 08:50:00 AM,A,Northbound A trains are delayed while we address a signal problem near Liberty Av.,
192845,89549,0,01/05/2023 10:27:00 AM,4 | 5,Southbound 4 5 trains are delayed while NYPD responds to a person being disruptive aboard a train at Grand Central-42 St.,
192852,89554,0,01/05/2023 12:23:00 PM,Q,Southbound Q trains are delayed while we investigate why a train's brakes activated at 57 St-7 Av.,
192858,89558,0,01/05/2023 01:15:00 PM,C,Southbound C trains are running with delays after we removed a train with a mechanical problem from service at 168 St.,
192862,89559,0,01/05/2023 01:46:00 PM,N | R | W,Southbound N R W trains are running with delays after we addressed a mechanical problem on a train at Lexington Av/59 St.,
192863,89560,0,01/05/2023 01:54:00 PM,2,Southbound 2 trains are running with delays after we got medical assistance for a person in need on a train at Simpson St.,
192868,89565,0,01/05/2023 03:18:00 PM,L,Canarsie-bound L trains are delayed while we troubleshoot a door problem on a train at Grand St.,
192873,89567,0,01/05/2023 03:26:00 PM,4 | 5,Southbound 4 5 trains are running with delays after we removed a train from service at Brooklyn Bridge-City Hall.,
192877,89569,0,01/05/2023 03:42:00 PM,4 | 5,Southbound 4 5 trains are running local from 125 St to Grand Central-42 St while we request EMS assistance for a person in need at 59 St.,"At 86 St and 59 St, southbound 4 5 trains will arrive on the upper level.

You may wait longer for a southbound 6 train while rerouted trains share the track."
192882,89571,0,01/05/2023 04:28:00 PM,N | W,Southbound N W trains are running with delays while we remove a train with a mechanical problem from service at Astoria-Ditmars Blvd.,
192883,89572,0,01/05/2023 05:04:00 PM,E,E trains are delayed in both directions while we remove a train with a door problem from service at Canal St.,
192887,89574,0,01/05/2023 05:27:00 PM,4,4 trains are running with delays in both directions while we perform switch maintenance near Woodlawn.,
192888,89575,0,01/05/2023 05:40:00 PM,3,Southbound 3 trains are running with delays after we removed a train with a mechanical problem from service at 135 St.,
192889,89576,0,01/05/2023 05:41:00 PM,A | C | E,Southbound A C E trains are delayed while we're unable to move switches at Hoyt-Schermerhorn Sts.,
192896,89580,0,01/05/2023 06:07:00 PM,6,Northbound 6 trains are delayed while we investigate a report of a person being disruptive on a train at 103 St.,
192897,89581,0,01/05/2023 06:10:00 PM,B | C,Southbound B C trains are delayed while we remove a train car in need of cleaning from service at 59 St-Columbus Circle.,
192911,89590,0,01/05/2023 07:04:00 PM,2 | 3,Southbound 2 3 trains are delayed while we address a mechanical problem on a train at Hoyt St.,
192910,89589,0,01/05/2023 07:04:00 PM,C | E,Northbound C E trains are delayed while we remove a train with a door problem from service at W 4 St-Wash Sq.,
192915,89592,0,01/05/2023 07:18:00 PM,2 | 3,Northbound 2 3 trains are delayed while we request EMS assistance for someone at 72 St.,
192919,89595,0,01/05/2023 07:28:00 PM,7,Flushing-bound 7 trains are running with delays after we investigated a report of someone being disruptive on a train at Mets-Willets Point.,
192917,89593,0,01/05/2023 07:28:00 PM,6,Northbound 6 trains are delayed while we investigate why a train's brakes activated at Parkchester.,
192930,89599,0,01/05/2023 08:14:00 PM,2,Northbound 2 trains are delayed while we investigate why a train's brakes activated at 225 St.,
192936,89603,0,01/05/2023 08:34:00 PM,A,Southbound A trains are delayed while we remove a train car in need of cleaning from service at Euclid Av.,
192942,89608,0,01/05/2023 08:54:00 PM,2 | 3,Southbound 2 3 trains are running with delays after we requested NYPD assistance with someone being disruptive at Atlantic Av-Barclays Ctr.,
192947,89613,0,01/05/2023 09:10:00 PM,A | C,Northbound A C trains are delayed while we conduct an investigation at Jay St-MetroTech.,
192950,89614,0,01/05/2023 09:16:00 PM,F | M,Northbound F M trains are delayed while we investigate why a train's brakes activated near 47-50 Sts-Rockefeller Ctr.,
192956,89618,0,01/05/2023 09:30:00 PM,4 | 5,Southbound 4 5 trains are running with delays after NYPD responded to a person being disruptive at Grand Central-42 St.,
192960,89620,0,01/05/2023 10:00:00 PM,R | W,Southbound R W trains are delayed while we investigate why a train's brakes activated at 34 St-Herald Sq.,
192962,89621,0,01/05/2023 10:11:00 PM,2 | 3,Northbound 2 3 trains are running with delays after we removed a train with a mechanical problem from service at Franklin Av-Medgar Evers College.,
192964,89623,0,01/05/2023 10:16:00 PM,B | Q,Southbound B Q trains are running with delays after we addressed a door problem on a train at Atlantic Av-Barclays Ctr.,
192974,89630,0,01/05/2023 10:56:00 PM,R | W,Southbound R W trains are delayed while we troubleshoot a mechanical problem on a train near Canal St.,
192977,89632,0,01/05/2023 11:02:00 PM,J | Z,J Z trains are delayed in both directions while we investigate a loss of third-rail power near Chambers St.,
192986,89634,0,01/05/2023 11:14:00 PM,4 | 5,Northbound 4 5 trains are delayed while we address a signal problem near 125 St.,
192996,89637,0,01/05/2023 11:50:00 PM,2 | 3,Northbound 2 3 trains are delayed while NYPD responds to someone being disruptive on a train Nevins St.,
